Constants:

Input Units:		16
Target: J 	|	 Prediction: S

Target: Y 	|	 Prediction: Y

Target: G 	|	 Prediction: V

Target: U 	|	 Prediction: U

Target: N 	|	 Prediction: M

Target: B 	|	 Prediction: Z

Target: K 	|	 Prediction: C

Target: B 	|	 Prediction: S

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: A

Target: G 	|	 Prediction: C

Target: U 	|	 Prediction: U

Target: E 	|	 Prediction: C

Target: F 	|	 Prediction: P

Target: W 	|	 Prediction: W

Target: A 	|	 Prediction: A

Target: P 	|	 Prediction: P

Target: B 	|	 Prediction: S

Target: S 	|	 Prediction: Z

Target: T 	|	 Prediction: P

Target: O 	|	 Prediction: U

Target: I 	|	 Prediction: P

Target: T 	|	 Prediction: C

Target: R 	|	 Prediction: Q

Target: R 	|	 Prediction: R

Target: L 	|	 Prediction: L

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: U

Target: E 	|	 Prediction: C

Target: B 	|	 Prediction: S

Target: M 	|	 Prediction: M

Target: C 	|	 Prediction: K

Target: E 	|	 Prediction: R

Target: J 	|	 Prediction: J

Target: I 	|	 Prediction: T

Target: G 	|	 Prediction: C

Target: A 	|	 Prediction: A

Target: W 	|	 Prediction: W

Target: X 	|	 Prediction: L

Target: G 	|	 Prediction: Q

Target: Q 	|	 Prediction: Q

Target: T 	|	 Prediction: Y

Target: U 	|	 Prediction: U

Target: M 	|	 Prediction: M

Target: T 	|	 Prediction: Y

Target: S 	|	 Prediction: Z

Target: A 	|	 Prediction: A

Target: G 	|	 Prediction: C

Target: V 	|	 Prediction: P

Target: U 	|	 Prediction: U

Target: T 	|	 Prediction: Y

Target: C 	|	 Prediction: C

Target: Q 	|	 Prediction: U

Target: V 	|	 Prediction: U

Target: G 	|	 Prediction: Z

Target: K 	|	 Prediction: U

Target: D 	|	 Prediction: J



Accuracy:	0.425




**************************************************************


