Constants:

Input Units:		16
Target: N 	|	 Prediction: N

Target: B 	|	 Prediction: B

Target: K 	|	 Prediction: K

Target: B 	|	 Prediction: B

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: K

Target: G 	|	 Prediction: C

Target: U 	|	 Prediction: U

Target: E 	|	 Prediction: E

Target: F 	|	 Prediction: F

Target: W 	|	 Prediction: W

Target: A 	|	 Prediction: A

Target: P 	|	 Prediction: P

Target: B 	|	 Prediction: Z

Target: S 	|	 Prediction: S

Target: T 	|	 Prediction: T

Target: O 	|	 Prediction: O

Target: I 	|	 Prediction: P

Target: T 	|	 Prediction: K

Target: R 	|	 Prediction: R

Target: R 	|	 Prediction: R

Target: L 	|	 Prediction: L

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: U

Target: E 	|	 Prediction: E

Target: B 	|	 Prediction: B

Target: M 	|	 Prediction: M

Target: C 	|	 Prediction: K

Target: E 	|	 Prediction: B

Target: J 	|	 Prediction: J

Target: I 	|	 Prediction: S

Target: G 	|	 Prediction: C

Target: A 	|	 Prediction: A

Target: W 	|	 Prediction: W

Target: X 	|	 Prediction: X

Target: G 	|	 Prediction: G

Target: Q 	|	 Prediction: Q

Target: T 	|	 Prediction: T

Target: U 	|	 Prediction: U

Target: M 	|	 Prediction: M

Target: T 	|	 Prediction: T

Target: S 	|	 Prediction: Y

Target: A 	|	 Prediction: A

Target: G 	|	 Prediction: C

Target: V 	|	 Prediction: B

Target: U 	|	 Prediction: U

Target: T 	|	 Prediction: T

Target: C 	|	 Prediction: C

Target: Q 	|	 Prediction: Q

Target: V 	|	 Prediction: Q

Target: G 	|	 Prediction: G

Target: K 	|	 Prediction: N

Target: D 	|	 Prediction: D



Accuracy:	0.716




**************************************************************


