Constants:

Input Units:		16
Target: Y 	|	 Prediction: Q

Target: G 	|	 Prediction: P

Target: U 	|	 Prediction: U

Target: N 	|	 Prediction: N

Target: B 	|	 Prediction: B

Target: K 	|	 Prediction: K

Target: B 	|	 Prediction: B

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: A

Target: G 	|	 Prediction: C

Target: U 	|	 Prediction: U

Target: E 	|	 Prediction: Z

Target: F 	|	 Prediction: P

Target: W 	|	 Prediction: W

Target: A 	|	 Prediction: A

Target: P 	|	 Prediction: P

Target: B 	|	 Prediction: Z

Target: S 	|	 Prediction: Z

Target: T 	|	 Prediction: T

Target: O 	|	 Prediction: O

Target: I 	|	 Prediction: P

Target: T 	|	 Prediction: K

Target: R 	|	 Prediction: R

Target: R 	|	 Prediction: R

Target: L 	|	 Prediction: L

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: U

Target: E 	|	 Prediction: Z

Target: B 	|	 Prediction: B

Target: M 	|	 Prediction: M

Target: C 	|	 Prediction: U

Target: E 	|	 Prediction: X

Target: J 	|	 Prediction: J

Target: I 	|	 Prediction: Y

Target: G 	|	 Prediction: C

Target: A 	|	 Prediction: A

Target: W 	|	 Prediction: W

Target: X 	|	 Prediction: R

Target: G 	|	 Prediction: G

Target: Q 	|	 Prediction: Q

Target: T 	|	 Prediction: T

Target: U 	|	 Prediction: U

Target: M 	|	 Prediction: M

Target: T 	|	 Prediction: T

Target: S 	|	 Prediction: Q

Target: A 	|	 Prediction: A

Target: G 	|	 Prediction: C

Target: V 	|	 Prediction: B

Target: U 	|	 Prediction: U

Target: T 	|	 Prediction: T

Target: C 	|	 Prediction: C

Target: Q 	|	 Prediction: O

Target: V 	|	 Prediction: U

Target: G 	|	 Prediction: C

Target: K 	|	 Prediction: U

Target: D 	|	 Prediction: D



Accuracy:	0.6475




**************************************************************


